S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS
,фишка,719.60,,,,,,,,,,,,
,нырок,719.56,,нырять,652.12,,нырнуть,549.28,,вынырнуть,379.16,,ныряльщик,358.62
,ржать,719.40,,ржание,608.31,,поржать,504.00,,,,,,
,вестибюль,719.24,,,,,,,,,,,,
,лицей,719.17,,лицейский,4.29,,,,,,,,,
,лекция,719.09,,лекционный,4.76,,,,,,,,,
,поросенок,719.06,,поросячий,2.63,,,,,,,,,
,бриллиант,718.94,,,,,,,,,,,,
,студия,718.90,,,,,,,,,,,,
,прожектор,718.37,,прожекторный,1.27,,,,,,,,,
,берет,718.31,,беретик,504.22,,беретка,503.77,,,,,,
,рачок,718.19,,рак,505.09,,рачий,11.50,,раковый,5.99,,,
,глоток,718.11,,глотка,692.06,,глотать,587.89,,глотнуть,445.17,,сглотнуть,380.52
,келья,717.80,,келейник,2.97,,келейный,1.48,,,,,,
,мачеха,717.61,,матушка,712.60,,мать,386.27,,материться,380.68,,материнский,354.96
,ореол,717.15,,,,,,,,,,,,
,варяг,716.80,,,,,,,,,,,,
,танго,716.80,,,,,,,,,,,,
,акула,716.79,,акулий,303.66,,,,,,,,,
,скачок,716.68,,скакать,638.88,,вскочить,579.64,,выскочить,511.26,,отскочить,410.37
,гомон,716.62,,гомонить,406.26,,загомонить,303.32,,угомониться,3.15,,угомонить,1.73
,градусник,716.54,,градус,52.00,,градусный,5.60,,,,,,
,гольф,716.44,,,,,,,,,,,,
,сковорода,715.77,,сковородка,616.07,,,,,,,,,
,столп,715.71,,столпник,2.99,,,,,,,,,
,эмаль,715.40,,,,,,,,,,,,
,шторм,715.32,,штормовка,355.14,,штормить,202.94,,штормовой,4.17,,,
,атлет,714.95,,атлетика,8.20,,атлетический,3.08,,,,,,
,кучер,714.70,,,,,,,,,,,,
,газик,714.35,,,,,,,,,,,,
,бульдозер,713.80,,бульдозерист,202.05,,бульдозерный,2.05,,,,,,
,шприц,713.65,,,,,,,,,,,,
,олово,713.36,,оловянный,357.17,,,,,,,,,
,сабля,713.35,,сабельный,1.94,,,,,,,,,
,фасон,713.26,,фасонный,3.14,,,,,,,,,
,рокот,713.11,,рокотать,405.40,,зарокотать,302.42,,пророкотать,252.21,,,
,егерь,712.95,,,,,,,,,,,,
,десна,712.60,,,,,,,,,,,,
,кварц,712.42,,кварцевый,4.84,,,,,,,,,
,вираж,712.25,,,,,,,,,,,,
,хиппи,712.20,,хипповый,3.02,,,,,,,,,
,ухать,712.11,,ухнуть,611.55,,уханье,605.55,,ухарь,5.28,,,
,соединить,712.10,,соединение,349.45,,объединить,303.43,,единый,293.16,,единица,278.48
,кадык,712.06,,закадычный,2.05,,,,,,,,,
,забурлить,711.98,,бурлить,524.43,,бурный,64.27,,бурно,41.76,,буря,36.70
,пикет,711.50,,пикетчик,403.58,,,,,,,,,
,террор,711.43,,антитеррор,613.69,,террористка,509.32,,террорист,47.85,,терроризм,44.71
,ситец,711.40,,ситцевый,408.36,,,,,,,,,
,пьедестал,711.38,,,,,,,,,,,,
,дрейф,711.31,,дрейфовать,305.34,,дрейфить,2.22,,сдрейфить,1.30,,,
,помпа,711.18,,помповый,1.60,,помпезный,1.40,,,,,,
,круиз,710.91,,круизный,402.68,,,,,,,,,
,желоб,710.50,,желобок,504.97,,,,,,,,,
,колотушка,710.50,,сколотить,372.60,,заколотить,317.37,,сколачивать,257.83,,приколотить,257.50
,пленка,710.11,,пленочный,5.96,,,,,,,,,
,патронник,709.82,,патронный,707.83,,патрон,680.54,,патронат,406.76,,,
,нескучный,709.70,,скучнейший,605.37,,скучновато,305.37,,скучно,36.71,,,
,фейерверк,709.63,,,,,,,,,,,,
,кроссовок,709.44,,кроссовка,709.27,,кросс,16.74,,,,,,
,кайма,709.29,,окаймить,5.65,,окаймлять,4.65,,,,,,
,наган,709.27,,,,,,,,,,,,
,пурга,709.27,,,,,,,,,,,,
,керосинка,708.66,,керосин,525.25,,керосиновый,9.56,,,,,,
,коньяк,708.60,,,,,,,,,,,,
,замша,708.57,,замшевый,406.32,,,,,,,,,
,ваять,708.40,,изваять,506.93,,изваяние,409.05,,ваятель,5.29,,ваяние,4.80
,вешка,708.27,,веха,22.93,,,,,,,,,
,бронх,708.18,,бронхиальный,2.25,,бронхит,1.35,,,,,,
,минералка,707.98,,минерал,527.34,,,,,,,,,
,армия,707.91,,армеец,669.62,,армейский,63.27,,,,,,
,одуванчик,707.88,,,,,,,,,,,,
,аккордеон,707.78,,аккордеонист,201.53,,,,,,,,,
,ленок,707.75,,льняной,510.35,,,,,,,,,
,щиколотка,707.70,,,,,,,,,,,,
,эскалатор,707.70,,,,,,,,,,,,
,мошна,707.64,,мошонка,509.45,,мошенник,1.93,,,,,,
,контрабас,707.52,,,,,,,,,,,,
,перси,707.51,,перс,20.12,,персидский,3.51,,наперсный,2.10,,наперсник,1.88
,песец,707.41,,песцовый,403.35,,псина,177.85,,,,,,
,плюха,707.27,,плюхаться,355.75,,плюхнуться,309.09,,,,,,
,буран,707.18,,,,,,,,,,,,
,гогот,707.16,,гоготать,405.37,,загоготать,302.62,,,,,,
,прачечная,707.14,,прачка,608.13,,,,,,,,,
,батарейка,707.07,,батарейный,2.20,,,,,,,,,
,нумер,707.07,,нумерация,1.47,,нумеровать,1.42,,,,,,
,мумия,707.00,,,,,,,,,,,,
,шпала,707.00,,,,,,,,,,,,
,циферблат,706.65,,,,,,,,,,,,
,канарейка,706.46,,канареечный,252.42,,канарский,1.90,,,,,,
,оранжерея,706.37,,оранжерейный,201.40,,,,,,,,,
,гнездовье,706.37,,гнездо,35.22,,гнездиться,11.71,,гнездышко,5.52,,гнездовой,1.59
,цокот,706.24,,цокать,610.24,,цоканье,504.46,,зацокать,403.85,,поцокать,403.57
,чекан,706.14,,чеканка,507.91,,чеканить,406.80,,отчеканить,307.21,,чеканный,6.80
,тулья,705.94,,втулка,606.24,,притулиться,253.00,,,,,,
,дочь,705.57,,дочка,380.53,,доча,67.42,,дочурка,66.11,,доченька,60.59
,дракончик,705.37,,дракон,626.50,,драконий,204.11,,драконовский,0.48,,,
,парок,705.21,,непарный,3.16,,попарный,0.61,,,,,,
,стремянка,705.09,,стремя,610.08,,постромка,2.68,,,,,,
,лохмы,704.87,,лохматый,424.65,,лохмотья,407.67,,взлохматить,127.91,,,
,таран,704.70,,таранить,100.75,,таранный,100.69,,протаранить,63.04,,,
,закут,704.43,,закуток,509.49,,,,,,,,,
,экипаж,704.40,,,,,,,,,,,,
,трасса,702.33,,трассирующий,4.63,,трассировать,2.12,,,,,,
,кипеть,702.03,,кипение,541.95,,кипяток,532.43,,кипятильник,512.37,,закипеть,429.27
,библия,701.77,,библиотечка,258.87,,библиотекарь,16.14,,,,,,
,коллега,701.50,,,,,,,,,,,,
,команда,700.81,,командир,447.33,,командовать,392.48,,командный,143.95,,командование,110.57
,манить,698.81,,поманить,456.13,,приманка,425.28,,заманить,223.76,,обман,221.62
,электричка,698.44,,электрон,510.85,,электрик,470.27,,электронный,74.93,,электроника,30.00
,поэт,697.24,,поэтесса,66.83,,поэтический,45.96,,поэтика,20.14,,поэтичный,15.00
,затвор,694.65,,створка,573.59,,отворить,451.22,,отворять,428.22,,отвориться,336.30
,иск,693.29,,искать,530.92,,розыск,269.22,,взыскание,165.66,,отыскать,160.52
,кислый,693.03,,окисление,390.84,,кислота,27.89,,перекись,22.60,,кисель,15.47
,короткий,691.21,,коротко,96.71,,краткий,84.39,,прекратить,64.43,,демократия,60.68
,долька,690.19,,доля,309.67,,преодолеть,61.06,,одолеть,60.82,,преодолевать,27.93
,застрелить,689.25,,выстрелить,410.73,,стрела,363.57,,стрелять,346.34,,стрелка,305.84
,завтрак,688.83,,завтракать,359.86,,позавтракать,231.43,,завтра,125.32,,завтрашний,19.99
,диплом,688.46,,дипломный,10.78,,дипломник,8.50,,дипломант,6.43,,,
,кривая,687.46,,искривить,186.93,,кривой,52.29,,кривить,19.06,,криво,16.57
,некуда,685.80,,,,,,,,,,,,
,членик,682.53,,член,442.95,,расчленить,83.55,,членский,22.81,,членство,18.36
,музыка,679.63,,музыкант,616.46,,музыкантша,316.21,,музыкальный,86.71,,музычка,33.10
,громкий,679.09,,разгром,583.59,,огромный,548.83,,разгромить,196.78,,негромко,192.89
,лозунг,675.60,,,,,,,,,,,,
,гитара,674.39,,гитарный,206.86,,гитарист,17.61,,,,,,
,крутить,674.22,,крутиться,451.05,,покрутить,406.24,,закрутить,405.25,,раскрутить,344.24
,матрос,673.69,,матросик,410.45,,матроска,409.35,,матросский,314.45,,,
,пузырь,673.32,,пузырек,545.43,,пузо,428.04,,пузан,356.74,,пузыриться,313.24
,броситься,672.56,,бросаться,563.64,,отбросить,529.38,,бросить,385.42,,выбрасывать,363.35
,хлопья,671.40,,хлопать,633.70,,похлопать,413.16,,захлопать,397.49,,захлопнуть,359.20
,грузин,671.30,,грузинка,411.24,,грузинский,22.06,,по-грузински,3.44,,,
,шерсть,668.11,,шерстка,514.48,,шерстистый,305.86,,шерстяной,28.99,,шерстить,6.99
,барьер,667.94,,барьерный,7.02,,,,,,,,,
,пробка,666.11,,пробковый,10.23,,,,,,,,,
,гасить,665.96,,погасить,461.96,,гаснуть,281.80,,загасить,209.98,,погаснуть,203.00
,сердцевина,663.94,,усердно,609.72,,сердце,447.67,,сердиться,156.47,,сердечный,75.15
,индекс,662.61,,индексация,3.64,,индексный,3.04,,,,,,
,китаец,661.50,,,,,,,,,,,,
,государь,660.93,,государыня,365.97,,государство,314.08,,государев,75.41,,,
,ветхий,660.72,,ветшать,6.00,,ветошь,4.95,,обветшать,2.71,,ветхость,2.40
,вырваться,660.35,,рвать,609.31,,взрыв,556.47,,порыв,540.35,,оторваться,517.20
,маневр,658.44,,маневренный,259.44,,маневровый,4.09,,,,,,
,маршал,658.19,,,,,,,,,,,,
,стричь,658.08,,стрижка,542.59,,остричь,528.83,,постриг,521.88,,постричь,418.83
,резина,657.14,,резинка,542.15,,резиновый,396.28,,резиночка,357.57,,,
,стихия,656.70,,,,,,,,,,,,
,пылать,655.77,,запылать,413.32,,воспылать,358.81,,пыл,33.52,,пылкий,17.72
,панель,654.53,,панельный,12.59,,,,,,,,,
,святой,653.60,,посвятить,326.84,,святейший,123.25,,священный,107.32,,святитель,71.96
,очередь,653.15,,череда,187.73,,учреждение,148.79,,черед,110.87,,очередной,109.25
,митинг,651.97,,митинговать,256.55,,митинговый,4.06,,,,,,
,эшелон,651.89,,,,,,,,,,,,
,теннис,651.10,,тенниска,406.84,,теннисист,365.61,,теннисистка,255.06,,теннисный,21.42
,чертеж,651.00,,,,,,,,,,,,
,орбита,650.91,,орбитальный,11.22,,,,,,,,,
,хищник,650.46,,хищный,344.16,,похитить,118.93,,похищение,99.83,,хит,58.94
,курорт,649.77,,курортный,369.54,,курортник,361.48,,,,,,
,щелчок,648.92,,щелкать,548.45,,защелка,521.79,,щелкнуть,451.81,,щелкунчик,365.67
,прятки,648.63,,прятать,648.63,,спрятать,542.81,,прятаться,456.90,,опрятный,436.97
,анкета,647.62,,анкетный,2.96,,,,,,,,,
,чемпион,647.17,,чемпионка,383.75,,экс-чемпион,260.35,,чемпионат,125.34,,чемпионский,11.73
,железа,645.58,,железистый,5.94,,,,,,,,,
,брызги,645.18,,сбрызнуть,356.21,,брызгаться,306.30,,побрызгать,305.83,,брызнуть,211.11
,кулиса,645.00,,,,,,,,,,,,
,хоккей,641.93,,хоккейный,8.00,,,,,,,,,
,нюхать,641.07,,обнюхать,412.61,,принюхаться,258.16,,занюхать,204.77,,понюхать,13.05
,мрамор,639.87,,мраморный,379.69,,,,,,,,,
,гулкий,639.83,,гул,493.63,,,,,,,,,
,спектакль,639.19,,,,,,,,,,,,
,силуэт,638.10,,,,,,,,,,,,
,причал,637.95,,отчалить,411.49,,причалить,360.30,,отчаливать,305.78,,причаливать,254.54
,банкет,637.66,,банкетка,405.23,,банкетный,8.45,,,,,,
,клапан,637.18,,клапанный,5.60,,,,,,,,,
,юбиляр,636.69,,юбилей,104.92,,юбилейный,20.77,,,,,,
,шарить,636.42,,пошарить,416.41,,нашарить,411.45,,нашаривать,305.35,,обшарить,206.18
,бронза,636.34,,бронзовый,381.93,,,,,,,,,
